Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
814,75,9750.5509,9750,Inside,1Fam,1Story,6,6,1958,1958,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,No,Rec,608,0,834,1442,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,NA,1958,RFn,1,301,TA,0,0,275,0,0,0,Shed,500,4,2007,157900
815,45,8248.814405,8248,Inside,1Fam,1.5Fin,5,7,1918,1950,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,686,686,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,NA,1955,Unf,1,280,TA,207,0,96,0,0,0,NA,0,7,2006,116000
816,48,12137.86856,12137,CulDSac,1Fam,1Story,7,5,1998,1998,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,No,Unf,0,0,1649,1649,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,NA,1998,RFn,2,598,TA,0,34,0,0,0,0,NA,0,5,2010,224900
817,,11425.64322,11425,Corner,1Fam,1Story,5,6,1954,1954,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,486,0,522,1008,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,1954,RFn,1,275,TA,0,0,120,0,0,0,NA,0,7,2006,137000
818,,13265.74412,13265,CulDSac,1Fam,1Story,8,5,2002,2002,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,No,GLQ,1218,0,350,1568,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,2002,RFn,3,857,TA,150,59,0,0,0,0,NA,0,7,2008,271000
819,80,8816.66908,8816,Inside,1Fam,SLvl,6,7,1971,1971,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Av,GLQ,504,0,506,1010,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,NA,1971,Unf,2,440,TA,0,0,0,0,0,0,NA,0,6,2010,155000
820,44,6371.53583,6371,Inside,TwnhsE,1Story,7,5,2009,2010,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,0,625,1358,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2010,RFn,2,484,TA,192,35,0,0,0,0,NA,0,6,2010,224000
821,72,7226.495027,7226,CulDSac,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,798,798,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,NA,2003,RFn,2,595,TA,0,45,0,0,0,0,NA,0,6,2008,183000
822,60,6000.620173,6000,Inside,2fmCon,1Story,4,4,1953,1953,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,0,936,936,N,SBrkr,936,0,0,936,0,0,1,0,2,1,TA,4,Min2,0,NA,1974,Unf,2,576,TA,0,32,112,0,0,0,NA,0,2,2009,93000
823,,12394.18498,12394,Corner,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,0,847,847,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,2003,Fin,2,433,TA,100,48,0,0,0,0,NA,0,10,2007,225000
824,60,9900.692952,9900,Inside,1Fam,1.5Fin,6,7,1940,1950,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,778,778,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,1940,Unf,1,240,TA,335,0,0,0,0,0,NA,0,7,2009,139500
825,81,11216.11904,11216,Inside,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,0,1489,1489,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,RFn,2,776,TA,0,140,0,0,0,0,NA,0,6,2006,232600
826,114,14803.78303,14803,Inside,1Fam,1Story,10,5,2007,2008,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,0,442,2078,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,2007,Fin,3,1220,TA,188,45,0,0,0,0,NA,0,6,2008,385000
827,50,6130.948572,6130,Inside,1Fam,1.5Unf,5,6,1924,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,0,0,784,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,NA,NA,NA,0,0,NA,0,0,116,0,0,0,NA,0,5,2008,109500
828,65,8529.211719,8529,Inside,1Fam,1Story,7,5,2001,2001,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,0,1434,1454,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,2001,RFn,2,527,TA,290,39,0,0,0,0,NA,0,4,2009,189000
829,,28698.24258,28698,CulDSac,1Fam,2Story,5,5,1967,1967,Plywood,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,764,0,1013,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,NA,1967,Fin,2,538,TA,486,0,0,0,225,0,NA,0,6,2009,185000
830,24,2544.017601,2544,Inside,Twnhs,2Story,7,5,2005,2005,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,600,600,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,NA,2005,RFn,2,480,TA,0,166,0,0,0,0,NA,0,7,2006,147400
831,80,11900.07498,11900,Corner,1Fam,1Story,6,5,1957,1957,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,0,352,1392,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,1957,RFn,2,458,TA,0,0,0,0,192,0,NA,0,6,2008,166000
832,30,3180.490211,3180,Inside,TwnhsE,2Story,7,5,2005,2005,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,600,600,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,2005,RFn,2,480,TA,0,166,0,0,0,0,NA,0,6,2006,151000
833,44,9548.592065,9548,CulDSac,1Fam,2Story,7,6,2003,2003,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,0,458,941,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,2003,RFn,2,613,TA,192,39,0,0,0,0,NA,0,1,2010,237000
834,100,10004.38496,10004,Inside,1Fam,1Story,6,6,1964,1964,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,345,975,1516,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,NA,1964,RFn,2,472,TA,0,0,0,0,152,0,NA,0,2,2009,167000
835,75,7875.418729,7875,Inside,1Fam,1Story,5,6,1961,1961,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,No,Rec,572,0,572,1144,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,1961,Unf,2,456,TA,0,0,0,0,0,0,NA,0,9,2008,139950
836,60,9600.607209,9600,Inside,1Fam,1Story,4,7,1950,1995,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,0,625,1067,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,NA,1996,Unf,2,436,TA,290,0,0,0,0,0,NA,0,2,2010,128000
837,90,8100.516591,8100,Inside,1Fam,1Story,5,6,1948,1973,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,0,1221,1559,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,TA,5,Min2,0,NA,1948,Unf,2,812,TA,0,116,230,0,0,0,NA,0,6,2007,153500
838,21,1680.917239,1680,Inside,Twnhs,2Story,6,5,1973,1973,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,0,153,483,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,NA,1973,Unf,1,264,TA,0,0,0,0,0,0,NA,0,11,2008,100000
839,75,9525.581584,9525,Inside,1Fam,1Story,5,6,1995,2006,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,1099,1099,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,NA,1999,Unf,1,352,TA,278,0,0,0,0,0,NA,0,6,2008,144000
840,70,11767.74677,11767,Inside,1Fam,1.5Fin,5,6,1946,1995,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,0,416,768,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,NA,1946,Unf,1,240,TA,0,0,0,0,0,0,NA,0,5,2008,130500
841,,12155.54186,12155,Inside,1Fam,2Story,6,8,1925,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,156,0,516,672,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,NA,1934,Unf,1,400,TA,0,0,254,0,0,0,NA,0,3,2008,140000
842,60,10440.06371,10440,Inside,1Fam,2Story,5,8,1904,2002,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,650,650,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,1983,Unf,2,686,Gd,70,78,68,0,0,0,NA,0,6,2008,157500
843,82,9020.166284,9020,Inside,1Fam,SLvl,6,7,1966,1966,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,539,276,1127,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,NA,1966,RFn,2,490,Gd,0,129,0,0,0,0,NA,0,5,2008,174900
844,80,8000.873177,8000,Corner,Duplex,1Story,5,4,1961,1961,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1800,1800,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,TA,10,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,7,2007,141000
845,100,12665.01286,12665,Inside,1Fam,1.5Fin,5,8,1915,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,0,876,876,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,1949,Unf,3,720,TA,418,0,194,0,0,0,NA,0,6,2008,153900
846,,16647.9455,16647,CulDSac,1Fam,SFoyer,5,5,1975,1981,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,0,0,1390,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,1975,Fin,2,611,TA,0,0,0,0,0,0,NA,0,1,2007,171000
847,75,9317.206446,9317,Inside,1Fam,2Story,7,5,1993,1993,HdBoard,HdBoard,BrkFace,137,Gd,TA,PConc,Gd,TA,No,ALQ,513,0,227,740,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,1993,Unf,2,425,TA,234,72,192,0,0,0,NA,0,7,2009,213000
848,36,15523.21693,15523,CulDSac,1Fam,1Story,5,6,1972,1972,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,460,0,404,864,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,1972,Unf,1,338,TA,0,0,0,0,0,0,NA,0,8,2009,133500
849,75,45600.40505,45600,Inside,1Fam,1.5Fin,6,8,1908,1997,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,907,907,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,1908,Unf,2,360,Fa,486,40,0,0,175,0,NA,0,9,2008,240000
850,80,9600.314789,9600,FR2,1Fam,SLvl,6,7,1976,1994,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No,Unf,0,0,528,528,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,1976,RFn,2,512,TA,113,100,0,0,0,0,NA,0,8,2007,187000
851,36,4435.271028,4435,Inside,TwnhsE,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,659,0,189,848,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,2003,Fin,2,420,TA,140,0,0,0,0,0,NA,0,11,2007,131500
852,,3196.471514,3196,Inside,TwnhsE,1Story,8,5,2003,2003,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,TA,Gd,Unf,0,0,1273,1273,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,2003,Fin,2,400,TA,143,20,0,0,0,0,NA,0,5,2006,215000
853,53,7128.025164,7128,Inside,1Fam,2.5Unf,7,5,1941,1950,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,364,0,554,918,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,1941,Unf,1,240,TA,0,0,0,0,126,0,NA,0,8,2007,164000
854,,12095.65681,12095,Corner,1Fam,SLvl,6,6,1964,1964,MetalSd,HdBoard,BrkFace,115,TA,Gd,CBlock,TA,TA,Gd,Rec,564,0,563,1127,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,1964,RFn,2,645,TA,180,0,0,0,0,0,NA,0,8,2009,158000
855,102,17920.08729,17920,Inside,1Fam,1Story,5,4,1955,1974,Wd Sdng,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,1085,372,1763,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,1955,Unf,2,454,TA,0,418,0,0,312,0,NA,0,7,2006,170000
856,,6897.744739,6897,Corner,1Fam,1Story,5,8,1962,2010,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,0,381,1040,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,NA,1962,Unf,1,260,TA,0,104,0,0,0,0,NA,0,4,2010,127000
857,,10970.89604,10970,Inside,1Fam,SLvl,6,6,1978,1978,Plywood,HdBoard,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,435,0,940,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,NA,1981,Unf,2,576,TA,0,0,34,0,0,0,NA,0,10,2008,147000
858,65,8125.03608,8125,Inside,1Fam,2Story,6,5,1994,1995,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,702,702,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,1994,Fin,2,343,TA,0,36,0,0,0,0,NA,0,3,2009,174000
859,80,10400.96908,10400,Inside,1Fam,1Story,7,5,1976,1976,HdBoard,HdBoard,BrkFace,189,TA,TA,CBlock,Gd,TA,No,Unf,0,0,1090,1090,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,1976,RFn,2,479,TA,0,0,0,0,0,0,NA,0,6,2009,152000
860,,11029.22967,11029,Corner,1Fam,2Story,6,7,1968,1984,HdBoard,HdBoard,BrkFace,220,TA,TA,CBlock,TA,TA,Mn,BLQ,619,0,435,1054,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,1968,Unf,2,619,TA,0,65,0,0,222,0,NA,0,8,2006,250000
861,55,7642.795024,7642,Corner,1Fam,1.5Fin,7,8,1918,1998,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,0,912,912,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,1925,Unf,1,216,TA,0,240,0,0,0,0,NA,0,6,2007,189950
862,75,11625.42827,11625,Inside,2fmCon,1Story,5,4,1965,1965,Plywood,HdBoard,None,0,TA,TA,PConc,TA,TA,Mn,BLQ,841,0,198,1039,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,NA,1965,Unf,2,504,TA,0,0,0,0,0,0,NA,0,4,2010,131500
863,81,9672.28799,9672,Corner,1Fam,1Story,6,5,1984,1985,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,0,702,1040,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,1986,Unf,2,480,TA,0,0,0,0,0,0,NA,0,5,2010,152000
864,70,7931.294251,7931,Inside,1Fam,1Story,5,5,1959,1959,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1148,0,0,1148,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,NA,1959,Unf,1,672,TA,0,0,0,0,0,0,NA,0,7,2009,132500
865,72,8640.517311,8640,Inside,1Fam,1Story,7,5,2007,2008,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,0,0,1372,1372,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,NA,2008,Fin,2,529,TA,0,140,0,0,0,0,NA,0,5,2008,250580
866,,8750.378594,8750,Inside,1Fam,1Story,5,6,1970,1970,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,0,174,1002,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,NA,1973,Unf,2,902,TA,0,0,0,0,0,0,NA,0,8,2009,148500
867,67,10656.45537,10656,Inside,1Fam,1Story,8,5,2006,2007,VinylSd,VinylSd,Stone,274,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1638,1638,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,2007,RFn,3,870,TA,192,80,0,0,0,0,NA,0,11,2007,248900
868,85,6970.417792,6970,Corner,1Fam,1Story,4,5,1961,1961,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,932,0,108,1040,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,NA,1961,RFn,2,544,TA,168,0,0,0,0,0,Shed,400,5,2007,129000
869,,14762.54545,14762,Corner,1Fam,2Story,5,6,1948,1950,Plywood,Plywood,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,1979,Unf,2,672,TA,120,144,0,0,0,0,NA,0,5,2006,169000
870,80,9938.717173,9938,Inside,1Fam,2Story,7,5,1993,1994,MetalSd,MetalSd,BrkFace,246,Gd,TA,PConc,Gd,TA,No,GLQ,750,0,300,1050,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,1993,Fin,2,574,TA,156,90,0,0,0,0,NA,0,6,2010,236000
871,60,6600.366935,6600,Inside,1Fam,1Story,5,5,1962,1962,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,894,894,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,NA,1962,Unf,1,308,TA,0,0,0,0,0,0,NA,0,8,2009,109500
872,70,8750.859006,8750,Inside,1Fam,2Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Gd,TA,No,GLQ,505,0,299,804,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,NA,1998,RFn,2,523,TA,0,77,0,0,0,0,NA,0,6,2010,200500
873,74,8892.559808,8892,Corner,1Fam,1Story,5,7,1953,1996,WdShing,Wd Shng,None,0,Gd,TA,Stone,TA,TA,Av,Unf,0,0,105,105,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,NA,1953,Unf,2,414,TA,196,0,150,0,0,0,NA,0,10,2008,116000
874,60,12144.68495,12144,Inside,1Fam,1Story,5,7,1949,1950,HdBoard,HdBoard,None,0,Gd,TA,CBlock,TA,TA,No,Rec,375,0,457,832,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,1949,Unf,1,288,TA,0,28,0,0,0,0,Othr,0,9,2009,133000
875,52,5720.249761,5720,Inside,1Fam,1.5Fin,5,6,1941,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,676,676,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,NA,1941,Unf,1,200,TA,26,0,0,0,0,0,NA,0,8,2009,66500
876,75,9000.618488,9000,Inside,1Fam,2Story,8,5,2007,2007,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,0,1120,1184,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,2007,Fin,2,550,TA,208,364,0,0,0,0,NA,0,8,2007,303477
877,94,25286.09209,25286,Inside,1Fam,1Story,4,5,1963,1963,HdBoard,Plywood,None,0,TA,TA,PConc,TA,TA,Gd,ALQ,633,0,431,1064,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,NA,1963,Unf,2,648,TA,0,0,0,0,0,0,NA,0,1,2007,132250
878,74,8834.847809,8834,Inside,1Fam,2Story,9,5,2004,2005,VinylSd,VinylSd,Stone,216,Gd,TA,PConc,Ex,TA,No,GLQ,1170,0,292,1462,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,2004,Fin,3,738,TA,184,0,0,0,0,0,NA,0,6,2009,350000
879,88,11782.17715,11782,Inside,1Fam,SFoyer,5,7,1961,1995,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,899,0,210,1109,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,NA,1987,Unf,2,576,TA,192,0,0,0,0,0,Shed,400,6,2010,148000
880,,7000.2765,7000,CulDSac,1Fam,1Story,5,8,1978,2005,VinylSd,VinylSd,BrkFace,90,Gd,Gd,CBlock,TA,TA,No,ALQ,646,0,218,864,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,NA,1978,Unf,1,336,TA,0,0,0,0,0,0,NA,0,7,2009,136500
881,60,7024.940437,7024,Inside,1Fam,1Story,5,5,2005,2006,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,Gd,No,ALQ,980,0,110,1090,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,NA,2005,Fin,2,450,TA,0,49,0,0,0,0,NA,0,6,2007,157000
882,44,13758.34364,13758,CulDSac,1Fam,1.5Fin,7,5,1990,1991,HdBoard,HdBoard,BrkFace,117,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,0,254,1156,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,1990,RFn,2,400,TA,168,36,0,0,0,0,NA,0,4,2007,187500
883,,9636.13976,9636,Corner,1Fam,2Story,6,5,1992,1993,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,808,808,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,1993,RFn,2,389,TA,342,40,0,0,0,0,NA,0,12,2009,178000
884,60,6204.188066,6204,Inside,1Fam,2.5Fin,4,5,1912,1950,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,Fa,No,Unf,0,0,795,795,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,NA,1997,Unf,1,440,TA,0,188,0,0,0,0,NA,0,3,2006,118500
885,65,7150.676912,7150,Inside,1Fam,1Story,5,5,1967,1967,HdBoard,HdBoard,BrkFace,60,TA,TA,CBlock,TA,TA,No,BLQ,432,0,460,892,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,NA,1967,RFn,1,288,TA,0,0,0,0,0,0,NA,0,7,2009,100000
886,50,5119.616402,5119,CulDSac,TwnhsE,1Story,9,5,1999,2000,MetalSd,MetalSd,BrkFace,60,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,0,460,1698,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,1999,Fin,2,506,TA,97,65,0,0,0,0,NA,0,1,2008,328900
887,70,8393.48351,8393,Corner,Duplex,1Story,5,5,1959,2005,MetalSd,MetalSd,BrkFace,122,TA,TA,CBlock,TA,TA,No,LwQ,528,0,1098,1626,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,NA,2005,Fin,2,588,TA,272,54,0,0,0,0,NA,0,6,2006,145000
888,59,16466.35523,16466,Inside,1Fam,1.5Fin,5,7,1955,1955,MetalSd,MetalSd,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,0,816,816,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,NA,1955,Unf,1,300,TA,121,0,0,0,265,0,NA,0,4,2008,135500
889,95,15865.21424,15865,Inside,1Fam,1Story,8,6,1970,1970,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,823,1043,2217,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,1970,Unf,2,621,TA,81,207,0,0,224,0,NA,0,10,2007,268000
890,128,12160.757,12160,Inside,1Fam,1Story,6,4,1953,1953,Wd Sdng,Wd Sdng,BrkFace,90,TA,TA,CBlock,TA,TA,No,BLQ,1024,0,481,1505,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,1953,RFn,2,505,TA,0,0,0,162,0,0,NA,0,2,2009,149500
891,60,8064.42134,8064,Corner,1Fam,1.5Fin,5,7,1949,2006,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,0,672,672,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,2003,Unf,2,576,TA,0,0,0,0,0,0,Shed,2000,7,2007,122900
